update,mean_reward,std_reward,nz_frac,approx_kl,entropy_mean,policy_loss,value_loss,num_batches,rollout_steps,decision_steps,grad_norm,early_stop,last20_reward,best_reward,best_update,mask_mean,atype_dist,reward_comp
85,0.146579,0.268076,0.992188,0.019610,0.441792,-0.235490,3.083389,4,256,58,0.248215,0,0.175186,0.293316,71,0.135200,"{0: 199, 3: 10, 1: 4, 9: 5, 10: 3, 8: 10, 5: 9, 7: 5, 6: 4, 2: 3, 11: 4}","{'asset_gained': 35.7421875, 'asset_reward': 0.035742187499999994, 'production_start_reward': 0.0390625, 'production_active_reward': 0.00603515625, 'production_cancel_penalty': 0.006734375000000001, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.07304461942257218, 'goal_building_progress': 0.41732283464566927, 'goal_unit_progress': 0.02034120734908136, 'total': 0.14657942708333332, 'seeded_bootstrap': 1.0}"
86,0.163406,0.184545,0.996094,0.090079,0.511287,-0.365067,3.841073,1,256,64,0.092074,1,0.176023,0.293316,71,0.150825,"{0: 197, 3: 9, 5: 20, 7: 6, 8: 8, 6: 8, 2: 3, 1: 3, 10: 2}","{'asset_gained': 16.015625, 'asset_reward': 0.016015625, 'production_start_reward': 0.015625, 'production_active_reward': 0.004296874999999999, 'production_cancel_penalty': 0.00190625, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.12988235294117648, 'goal_building_progress': 0.4141176470588236, 'goal_unit_progress': 0.0, 'total': 0.16340625000000003, 'seeded_bootstrap': 1.0}"
87,0.115105,0.285940,0.992188,0.080915,0.693950,-0.258341,4.530134,1,256,87,0.407566,1,0.176183,0.293316,71,0.184245,"{0: 172, 11: 1, 9: 1, 10: 1, 5: 33, 6: 11, 8: 13, 1: 3, 7: 9, 2: 4, 17: 1, 3: 7}","{'asset_gained': 33.7890625, 'asset_reward': 0.033789062499999994, 'production_start_reward': 0.015625, 'production_active_reward': 0.003906250000000001, 'production_cancel_penalty': 0.0022578125000000003, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.0645472440944882, 'goal_building_progress': 0.33366141732283466, 'goal_unit_progress': 0.017027559055118113, 'total': 0.11510546875, 'seeded_bootstrap': 1.0}"
88,0.178766,0.292760,0.992188,0.068925,0.590658,-0.300066,5.574328,1,256,73,0.177757,1,0.175301,0.293316,71,0.166450,"{0: 186, 7: 12, 8: 8, 5: 19, 1: 3, 2: 6, 3: 13, 6: 9}","{'asset_gained': 32.8125, 'asset_reward': 0.032812499999999994, 'production_start_reward': 0.01171875, 'production_active_reward': 0.0034960937499999996, 'production_cancel_penalty': 0.00152734375, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.13330708661417323, 'goal_building_progress': 0.41929133858267703, 'goal_unit_progress': 0.007874015748031496, 'total': 0.178765625, 'seeded_bootstrap': 1.0}"
89,0.201893,0.231197,0.996094,0.058925,0.420524,0.251414,3.069811,1,256,55,0.262942,1,0.179626,0.293316,71,0.132812,"{0: 206, 7: 6, 5: 10, 1: 6, 3: 3, 10: 3, 8: 6, 2: 4, 9: 4, 11: 3, 6: 5}","{'asset_gained': 25.5859375, 'asset_reward': 0.0255859375, 'production_start_reward': 0.037109375, 'production_active_reward': 0.00587890625, 'production_cancel_penalty': 0.006023437500000001, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.13988888888888887, 'goal_building_progress': 0.48251633986928105, 'goal_unit_progress': 0.0, 'total': 0.2018932291666667, 'seeded_bootstrap': 1.0}"
90,0.103618,0.249873,0.992188,0.094141,0.995863,-0.220326,3.234609,1,256,124,0.395062,1,0.172829,0.293316,71,0.241102,"{0: 136, 10: 1, 3: 19, 5: 39, 6: 15, 2: 6, 7: 16, 8: 18, 1: 3, 9: 3}","{'asset_gained': 27.1484375, 'asset_reward': 0.027148437499999997, 'production_start_reward': 0.021484375, 'production_active_reward': 0.0030859374999999997, 'production_cancel_penalty': 0.00299609375, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.055328083989501314, 'goal_building_progress': 0.3346456692913386, 'goal_unit_progress': 0.0014435695538057745, 'total': 0.10361848958333333, 'seeded_bootstrap': 1.0}"
91,0.091133,0.226729,0.992188,0.043089,0.664175,-0.450504,6.381183,1,256,82,0.528431,1,0.162720,0.293316,71,0.180122,"{0: 177, 17: 1, 5: 24, 2: 5, 3: 6, 8: 15, 7: 8, 6: 18, 1: 2}","{'asset_gained': 21.875, 'asset_reward': 0.021875, 'production_start_reward': 0.005859375, 'production_active_reward': 0.00333984375, 'production_cancel_penalty': 0.00076171875, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.061299212598425204, 'goal_building_progress': 0.353740157480315, 'goal_unit_progress': 0.0, 'total': 0.0911328125, 'seeded_bootstrap': 1.0}"
92,0.099346,0.279271,0.992188,0.034003,0.445519,-0.497220,5.446225,1,256,55,0.505806,1,0.161223,0.293316,71,0.139106,"{5: 13, 7: 12, 6: 8, 3: 7, 2: 6, 8: 5, 1: 2, 0: 203}","{'asset_gained': 31.640625, 'asset_reward': 0.031640625, 'production_start_reward': 0.009765625, 'production_active_reward': 0.0038671875, 'production_cancel_penalty': 0.0011484375000000002, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.05565616797900261, 'goal_building_progress': 0.3442913385826772, 'goal_unit_progress': 0.012467191601049865, 'total': 0.09934635416666668, 'seeded_bootstrap': 1.0}"
93,0.066246,0.169309,0.996094,0.094983,0.892554,-0.298572,4.330083,1,256,110,0.493646,1,0.154662,0.293316,71,0.222656,"{5: 31, 3: 24, 6: 19, 8: 16, 7: 10, 2: 3, 0: 151, 1: 2}","{'asset_gained': 12.109375, 'asset_reward': 0.012109374999999999, 'production_start_reward': 0.0078125, 'production_active_reward': 0.0028320312499999995, 'production_cancel_penalty': 0.000765625, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.04443137254901962, 'goal_building_progress': 0.2703921568627451, 'goal_unit_progress': 0.0, 'total': 0.06624609375, 'seeded_bootstrap': 1.0}"
94,0.227720,0.259044,0.992188,0.046764,0.456382,-0.191443,2.867214,1,256,60,0.323257,1,0.152985,0.293316,71,0.138021,"{0: 202, 9: 4, 1: 4, 11: 4, 8: 7, 3: 6, 6: 7, 7: 6, 10: 4, 2: 2, 5: 10}","{'asset_gained': 33.0078125, 'asset_reward': 0.0330078125, 'production_start_reward': 0.037109375, 'production_active_reward': 0.006171875, 'production_cancel_penalty': 0.006023437500000001, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.15869422572178474, 'goal_building_progress': 0.4466863517060367, 'goal_unit_progress': 0.0, 'total': 0.22772005208333335, 'seeded_bootstrap': 1.0}"
95,0.179730,0.259163,0.992188,0.020271,0.371195,-0.290735,3.089943,4,256,48,0.105211,0,0.147954,0.293316,71,0.124349,"{0: 211, 7: 5, 2: 4, 11: 2, 9: 4, 10: 3, 8: 4, 6: 5, 5: 12, 3: 2, 1: 4}","{'asset_gained': 31.25, 'asset_reward': 0.03125, 'production_start_reward': 0.03125, 'production_active_reward': 0.0059960937500000006, 'production_cancel_penalty': 0.004859375000000001, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.11700787401574803, 'goal_building_progress': 0.41574803149606304, 'goal_unit_progress': 0.0, 'total': 0.17973046875, 'seeded_bootstrap': 1.0}"
96,0.097486,0.236675,0.996094,0.005457,0.202356,-0.410213,2.150432,4,256,25,0.103564,0,0.147494,0.293316,71,0.093533,"{0: 231, 6: 4, 5: 6, 1: 4, 8: 3, 2: 4, 7: 1, 3: 3}","{'asset_gained': 24.21875, 'asset_reward': 0.024218749999999997, 'production_start_reward': 0.01171875, 'production_active_reward': 0.0044140625, 'production_cancel_penalty': 0.0019023437500000002, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.05926797385620916, 'goal_building_progress': 0.36000000000000004, 'goal_unit_progress': 0.00326797385620915, 'total': 0.09748567708333332, 'seeded_bootstrap': 1.0}"
97,0.205475,0.297705,0.992188,0.010607,0.311067,-0.069021,3.639726,4,256,38,0.242229,0,0.151668,0.293316,71,0.114583,"{0: 218, 7: 6, 5: 5, 2: 2, 6: 5, 1: 5, 8: 8, 3: 6, 11: 1}","{'asset_gained': 34.375, 'asset_reward': 0.034375, 'production_start_reward': 0.015625, 'production_active_reward': 0.00431640625, 'production_cancel_penalty': 0.0019140625, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.15427821522309712, 'goal_building_progress': 0.44711286089238844, 'goal_unit_progress': 0.06299212598425197, 'total': 0.2054752604166667, 'seeded_bootstrap': 1.0}"
98,0.162986,0.291477,0.992188,0.017607,0.349069,-0.530120,1.846773,4,256,45,0.217824,0,0.154292,0.293316,71,0.118707,"{0: 212, 10: 2, 7: 6, 2: 5, 11: 2, 9: 2, 1: 4, 6: 5, 5: 12, 8: 4, 3: 2}","{'asset_gained': 36.5234375, 'asset_reward': 0.0365234375, 'production_start_reward': 0.0234375, 'production_active_reward': 0.00537109375, 'production_cancel_penalty': 0.0037460937500000003, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.10219816272965877, 'goal_building_progress': 0.45702099737532814, 'goal_unit_progress': 0.0054133858267716535, 'total': 0.16298567708333336, 'seeded_bootstrap': 1.0}"
99,0.167764,0.260081,0.996094,0.007293,0.323891,-0.168891,1.408912,4,256,42,0.183452,0,0.153794,0.293316,71,0.115451,"{0: 219, 5: 7, 7: 7, 3: 3, 8: 8, 9: 2, 11: 2, 10: 2, 17: 1, 6: 1, 2: 3, 1: 1}","{'asset_gained': 28.125, 'asset_reward': 0.028125, 'production_start_reward': 0.0234375, 'production_active_reward': 0.00537109375, 'production_cancel_penalty': 0.0037851562500000003, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.1150653594771242, 'goal_building_progress': 0.42205882352941176, 'goal_unit_progress': 0.014379084967320257, 'total': 0.16776432291666665, 'seeded_bootstrap': 1.0}"
100,0.115398,0.245900,0.992188,0.008651,0.344810,-0.442678,1.377038,4,256,44,0.163356,0,0.154643,0.293316,71,0.118707,"{0: 214, 7: 10, 3: 4, 5: 8, 1: 5, 6: 2, 8: 5, 9: 2, 11: 3, 2: 3}","{'asset_gained': 28.90625, 'asset_reward': 0.028906249999999998, 'production_start_reward': 0.025390625, 'production_active_reward': 0.004843749999999999, 'production_cancel_penalty': 0.0037421875, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.060472440944881904, 'goal_building_progress': 0.40551181102362205, 'goal_unit_progress': 0.003937007874015748, 'total': 0.1153984375, 'seeded_bootstrap': 1.0}"
