update,mean_reward,std_reward,nz_frac,approx_kl,entropy_mean,policy_loss,value_loss,num_batches,rollout_steps,decision_steps,grad_norm,early_stop,last20_reward,best_reward,best_update,mask_mean,atype_dist,reward_comp
63,0.148043,0.324706,0.992188,0.024918,0.096058,0.299188,1.263187,4,256,13,0.735317,0,0.120403,0.171700,46,0.075304,"{0: 245, 3: 1, 1: 6, 5: 1, 2: 3}","{'asset_gained': 43.75, 'asset_reward': 0.04375, 'production_start_reward': 0.015625, 'production_active_reward': 0.00462890625, 'production_cancel_penalty': 0.0022890625000000003, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.08700787401574803, 'goal_building_progress': 0.5226377952755905, 'goal_unit_progress': 0.017716535433070866, 'total': 0.14804296875, 'seeded_bootstrap': 1.0}"
64,0.119385,0.327017,0.992188,0.058657,0.107346,-0.005606,0.599914,1,256,14,0.754147,1,0.120416,0.171700,46,0.076606,"{0: 244, 3: 2, 9: 2, 1: 6, 2: 2}","{'asset_gained': 45.703125, 'asset_reward': 0.045703125, 'production_start_reward': 0.01953125, 'production_active_reward': 0.004765625000000001, 'production_cancel_penalty': 0.00304296875, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.052841207349081355, 'goal_building_progress': 0.4760498687664042, 'goal_unit_progress': 0.0005249343832020997, 'total': 0.11938541666666669, 'seeded_bootstrap': 1.0}"
65,0.109699,0.244746,0.996094,0.062469,0.116895,1.126275,0.687701,1,256,16,0.070497,1,0.122025,0.171700,46,0.079644,"{0: 245, 3: 2, 9: 2, 5: 3, 1: 3, 2: 1}","{'asset_gained': 25.0, 'asset_reward': 0.025, 'production_start_reward': 0.015625, 'production_active_reward': 0.00478515625, 'production_cancel_penalty': 0.0022734375000000003, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.06682352941176468, 'goal_building_progress': 0.4986928104575164, 'goal_unit_progress': 0.05620915032679738, 'total': 0.10969921875, 'seeded_bootstrap': 1.0}"
66,0.104904,0.298297,0.992188,0.103051,0.169019,-0.032702,0.410137,1,256,25,0.167966,1,0.118685,0.171700,46,0.089844,"{0: 232, 1: 10, 5: 5, 3: 3, 9: 4, 10: 2}","{'asset_gained': 42.96875, 'asset_reward': 0.04296875, 'production_start_reward': 0.033203125, 'production_active_reward': 0.00529296875, 'production_cancel_penalty': 0.006027343750000001, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.0296981627296588, 'goal_building_progress': 0.40944881889763773, 'goal_unit_progress': 0.0006561679790026247, 'total': 0.10490364583333334, 'seeded_bootstrap': 1.0}"
67,0.104418,0.261146,0.992188,0.162174,0.170081,-0.355698,0.323314,1,256,26,0.077674,1,0.117357,0.171700,46,0.087674,"{0: 231, 2: 3, 9: 10, 1: 7, 5: 3, 3: 2}","{'asset_gained': 34.375, 'asset_reward': 0.034374999999999996, 'production_start_reward': 0.0390625, 'production_active_reward': 0.0055859375000000015, 'production_cancel_penalty': 0.00634375, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.03198818897637796, 'goal_building_progress': 0.44724409448818897, 'goal_unit_progress': 0.006496062992125984, 'total': 0.10441796875, 'seeded_bootstrap': 1.0}"
68,0.144261,0.323912,0.992188,0.033937,0.065767,0.081457,1.269031,1,256,9,0.188778,1,0.119743,0.171700,46,0.069227,"{0: 247, 3: 2, 1: 6, 2: 1}","{'asset_gained': 42.578125, 'asset_reward': 0.042578124999999994, 'production_start_reward': 0.013671875, 'production_active_reward': 0.0047265625, 'production_cancel_penalty': 0.0019140625000000002, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.08586942257217847, 'goal_building_progress': 0.5647965879265091, 'goal_unit_progress': 0.019028871391076115, 'total': 0.14426106770833333, 'seeded_bootstrap': 1.0}"
69,0.108833,0.252788,0.996094,0.106126,0.128184,-0.224805,0.654749,1,256,20,0.083425,1,0.120117,0.171700,46,0.082248,"{0: 240, 1: 3, 5: 2, 2: 1, 3: 4, 9: 6}","{'asset_gained': 29.296875, 'asset_reward': 0.029296875, 'production_start_reward': 0.02734375, 'production_active_reward': 0.0051953125, 'production_cancel_penalty': 0.0045000000000000005, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.05169934640522876, 'goal_building_progress': 0.5058823529411764, 'goal_unit_progress': 0.01111111111111111, 'total': 0.10883333333333334, 'seeded_bootstrap': 1.0}"
70,0.152038,0.275202,0.992188,0.145595,0.226933,-0.053848,1.178401,1,256,35,0.139690,1,0.119943,0.171700,46,0.097656,"{0: 222, 9: 18, 3: 5, 1: 5, 5: 5, 2: 1}","{'asset_gained': 37.109375, 'asset_reward': 0.037109375, 'production_start_reward': 0.0546875, 'production_active_reward': 0.006210937500000001, 'production_cancel_penalty': 0.008921875000000001, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.0634481627296588, 'goal_building_progress': 0.547736220472441, 'goal_unit_progress': 0.08674540682414698, 'total': 0.15203841145833336, 'seeded_bootstrap': 1.0}"
71,0.108730,0.323916,0.992188,0.041483,0.100997,0.259648,0.822908,1,256,13,0.404806,1,0.121078,0.171700,46,0.075087,"{0: 245, 3: 3, 5: 1, 1: 4, 2: 1, 9: 2}","{'asset_gained': 43.359375, 'asset_reward': 0.043359375000000006, 'production_start_reward': 0.017578125, 'production_active_reward': 0.00482421875, 'production_cancel_penalty': 0.00228515625, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.045610236220472444, 'goal_building_progress': 0.46653543307086615, 'goal_unit_progress': 0.00039370078740157485, 'total': 0.10873046875, 'seeded_bootstrap': 1.0}"
72,0.120346,0.225172,0.996094,0.217422,0.214684,-0.055028,0.518617,1,256,35,0.121758,1,0.120937,0.171700,46,0.097005,"{0: 229, 1: 3, 3: 6, 9: 17, 5: 1}","{'asset_gained': 26.5625, 'asset_reward': 0.0265625, 'production_start_reward': 0.05078125, 'production_active_reward': 0.006249999999999999, 'production_cancel_penalty': 0.008449218750000001, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.045379084967320266, 'goal_building_progress': 0.5196078431372549, 'goal_unit_progress': 0.028496732026143792, 'total': 0.12034635416666667, 'seeded_bootstrap': 1.0}"
