update,mean_reward,std_reward,nz_frac,approx_kl,entropy_mean,policy_loss,value_loss,num_batches,rollout_steps,decision_steps,grad_norm,early_stop,last20_reward,best_reward,best_update,mask_mean,atype_dist,reward_comp
21,0.089508,0.475727,0.976562,0.547356,2.087547,0.188963,0.879207,1,256,255,0.065282,1,0.085232,0.122395,16,0.489800,"{1: 22, 5: 91, 0: 31, 2: 31, 3: 31, 10: 18, 9: 22, 11: 10}","{'asset_gained': 29.1015625, 'asset_reward': 0.058203125, 'resource_growth': 0.0, 'resource_reward': 0.0, 'production_start_reward': 0.02734375, 'production_active_reward': 0.005703125, 'production_cancel_penalty': 0.0040859375, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.0, 'goal_building_progress': 0.4387254901960784, 'goal_unit_progress': 0.07228758169934642, 'goal_phase2': 0.3764705882352941, 'goal_phase_bonus': 0.002352941176470588, 'total': 0.08950781249999999, 'seeded_bootstrap': 1.0}"
22,0.108980,0.475091,0.957031,5.253324,2.081297,1.855494,0.938844,1,256,254,0.227918,1,0.088494,0.122395,16,0.518229,"{3: 34, 5: 64, 9: 30, 0: 17, 2: 32, 10: 47, 11: 10, 1: 21, 7: 1}","{'asset_gained': 35.15625, 'asset_reward': 0.0703125, 'resource_growth': 0.0, 'resource_reward': 0.0, 'production_start_reward': 0.03703125, 'production_active_reward': 0.0063671875000000005, 'production_cancel_penalty': 0.0059023437500000005, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.0, 'goal_building_progress': 0.3881889763779528, 'goal_unit_progress': 0.05564304461942257, 'goal_phase2': 0.468503937007874, 'goal_phase_bonus': 0.0011811023622047244, 'total': 0.10898046874999999, 'seeded_bootstrap': 1.0}"
23,0.118591,0.560365,0.945312,0.498768,2.093243,0.208081,1.304753,1,256,254,0.110179,1,0.092081,0.122395,16,0.501953,"{3: 48, 2: 38, 5: 69, 0: 24, 1: 12, 10: 22, 9: 22, 11: 21}","{'asset_gained': 41.9921875, 'asset_reward': 0.083984375, 'resource_growth': 0.0, 'resource_reward': 0.0, 'production_start_reward': 0.031173177083333333, 'production_active_reward': 0.00599609375, 'production_cancel_penalty': 0.00490625, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.0, 'goal_building_progress': 0.4538057742782152, 'goal_unit_progress': 0.10429790026246719, 'goal_phase2': 0.4251968503937008, 'goal_phase_bonus': 0.002362204724409449, 'total': 0.11859114583333333, 'seeded_bootstrap': 1.0}"
24,0.078223,0.554962,0.988281,0.353389,2.035803,0.192681,0.961801,1,256,255,0.102167,1,0.094291,0.122395,16,0.443576,"{5: 85, 2: 47, 3: 73, 1: 28, 0: 22, 10: 1}","{'asset_gained': 32.03125, 'asset_reward': 0.0640625, 'resource_growth': 0.0, 'resource_reward': 0.0, 'production_start_reward': 0.009765625, 'production_active_reward': 0.004765625, 'production_cancel_penalty': 0.00154296875, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.0, 'goal_building_progress': 0.4761437908496733, 'goal_unit_progress': 0.04444444444444444, 'goal_phase2': 0.5764705882352941, 'goal_phase_bonus': 0.001176470588235294, 'total': 0.07822265625, 'seeded_bootstrap': 1.0}"
25,0.083320,0.546337,0.945312,2.017968,2.017588,0.355290,0.784031,1,256,254,0.060358,1,0.094519,0.122395,16,0.441406,"{5: 106, 2: 34, 3: 49, 0: 34, 1: 32, 8: 1}","{'asset_gained': 32.8125, 'asset_reward': 0.06562499999999999, 'resource_growth': 1.796875, 'resource_reward': 0.0017968749999999999, 'production_start_reward': 0.01171875, 'production_active_reward': 0.00453125, 'production_cancel_penalty': 0.0015234375, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.0, 'goal_building_progress': 0.41781496062992124, 'goal_unit_progress': 0.00721784776902887, 'goal_phase2': 0.4409448818897638, 'goal_phase_bonus': 0.0011811023622047244, 'total': 0.08332031249999998, 'seeded_bootstrap': 1.0}"
26,0.124383,0.576466,0.968750,0.581596,2.114655,0.205889,1.101735,1,256,254,0.067736,1,0.097676,0.124383,26,0.507812,"{5: 69, 2: 34, 0: 18, 1: 21, 3: 35, 10: 52, 9: 15, 11: 12}","{'asset_gained': 44.53125, 'asset_reward': 0.08906249999999999, 'resource_growth': 1.6328125, 'resource_reward': 0.0016328125, 'production_start_reward': 0.029296875, 'production_active_reward': 0.005800781250000001, 'production_cancel_penalty': 0.0049257812500000005, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.0, 'goal_building_progress': 0.3922244094488189, 'goal_unit_progress': 0.032841207349081365, 'goal_phase2': 0.5393700787401575, 'goal_phase_bonus': 0.0035433070866141727, 'total': 0.12438281249999998, 'seeded_bootstrap': 1.0}"
27,0.119527,0.637054,0.984375,0.571623,2.116724,0.236158,1.346108,1,256,254,0.061939,1,0.099717,0.124383,26,0.502604,"{11: 15, 2: 32, 10: 47, 5: 69, 3: 36, 9: 14, 0: 18, 1: 25}","{'asset_gained': 44.921875, 'asset_reward': 0.08984375, 'resource_growth': 1.78515625, 'resource_reward': 0.00178515625, 'production_start_reward': 0.0233203125, 'production_active_reward': 0.0064453125000000005, 'production_cancel_penalty': 0.0030390625, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.0, 'goal_building_progress': 0.42765748031496065, 'goal_unit_progress': 0.031496062992125984, 'goal_phase2': 0.5354330708661418, 'goal_phase_bonus': 0.0011811023622047244, 'total': 0.11952734374999997, 'seeded_bootstrap': 1.0}"
28,0.086449,0.464571,0.976562,0.519272,2.109471,0.209252,0.750564,1,256,255,0.213473,1,0.100753,0.124383,26,0.488498,"{5: 76, 1: 18, 2: 40, 3: 56, 0: 19, 10: 18, 11: 16, 9: 13}","{'asset_gained': 28.3203125, 'asset_reward': 0.056640625, 'resource_growth': 1.6796875, 'resource_reward': 0.0016796875, 'production_start_reward': 0.0234375, 'production_active_reward': 0.0057617187499999995, 'production_cancel_penalty': 0.0034140625000000004, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.0, 'goal_building_progress': 0.4057843137254902, 'goal_unit_progress': 0.045163398692810455, 'goal_phase2': 0.2823529411764706, 'goal_phase_bonus': 0.002352941176470588, 'total': 0.08644921874999999, 'seeded_bootstrap': 1.0}"
29,0.124031,0.642353,0.976562,0.421344,2.065069,0.238826,1.130711,1,256,254,0.124016,1,0.101861,0.124383,26,0.479818,"{3: 64, 11: 9, 10: 15, 9: 11, 5: 73, 0: 28, 1: 19, 2: 37}","{'asset_gained': 47.265625, 'asset_reward': 0.09453124999999998, 'resource_growth': 1.703125, 'resource_reward': 0.0017031250000000002, 'production_start_reward': 0.02340234375, 'production_active_reward': 0.00546875, 'production_cancel_penalty': 0.00341796875, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.0, 'goal_building_progress': 0.47244094488188976, 'goal_unit_progress': 0.05656167979002625, 'goal_phase2': 0.4921259842519685, 'goal_phase_bonus': 0.002362204724409449, 'total': 0.12403124999999998, 'seeded_bootstrap': 1.0}"
30,0.101754,0.553592,0.957031,0.389251,2.115749,0.204996,1.386737,1,256,254,0.065524,1,0.102123,0.124383,26,0.490885,"{5: 57, 10: 30, 9: 11, 3: 48, 11: 19, 2: 47, 0: 20, 1: 24}","{'asset_gained': 37.3046875, 'asset_reward': 0.074609375, 'resource_growth': 0.0, 'resource_reward': 0.0, 'production_start_reward': 0.0234375, 'production_active_reward': 0.0059570312500000005, 'production_cancel_penalty': 0.0034218750000000004, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'kill_gained': 0.0, 'kill_reward': 0.0, 'goal_aligned': 0.0, 'goal_building_progress': 0.4817913385826771, 'goal_unit_progress': 0.045931758530183726, 'goal_phase2': 0.7834645669291339, 'goal_phase_bonus': 0.0011811023622047244, 'total': 0.10175390625, 'seeded_bootstrap': 1.0}"
