update,mean_reward,std_reward,nz_frac,approx_kl,entropy_mean,policy_loss,value_loss,num_batches,rollout_steps,decision_steps,grad_norm,early_stop,last20_reward,best_reward,best_update,mask_mean,atype_dist,reward_comp
63,0.064684,0.248959,0.976562,0.027373,0.203854,-0.387356,0.937405,4,256,31,0.138195,0,0.052188,0.080487,57,0.089410,"{0: 230, 3: 2, 5: 3, 2: 3, 1: 3, 9: 5, 6: 1, 11: 6, 10: 3}","{'asset_gained': 33.0078125, 'asset_reward': 0.033007812500000004, 'production_start_reward': 0.03078125, 'production_active_reward': 0.00759765625, 'production_cancel_penalty': 0.006703125000000001, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'total': 0.06468359374999999, 'seeded_bootstrap': 1.0}"
64,0.060414,0.246885,0.937500,0.014687,0.227292,-0.351918,0.614273,4,256,33,0.113891,0,0.052706,0.080487,57,0.095052,"{0: 224, 9: 7, 11: 3, 1: 2, 3: 5, 5: 6, 2: 6, 10: 3}","{'asset_gained': 29.1015625, 'asset_reward': 0.0291015625, 'production_start_reward': 0.02894921875, 'production_active_reward': 0.00794921875, 'production_cancel_penalty': 0.005585937500000001, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'total': 0.060414062500000004, 'seeded_bootstrap': 1.0}"
65,0.046473,0.275290,0.976562,0.017764,0.124770,0.377997,0.314184,4,256,18,0.791422,0,0.052409,0.080487,57,0.076823,"{0: 241, 9: 2, 10: 2, 2: 7, 11: 1, 5: 2, 1: 1}","{'asset_gained': 34.765625, 'asset_reward': 0.034765624999999994, 'production_start_reward': 0.00787109375, 'production_active_reward': 0.0068359375, 'production_cancel_penalty': 0.003, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'total': 0.04647265625, 'seeded_bootstrap': 1.0}"
66,0.041422,0.236833,0.980469,0.024001,0.096409,-0.070758,0.829921,4,256,12,0.060812,0,0.051850,0.080487,57,0.073785,"{0: 244, 1: 5, 2: 4, 7: 1, 3: 1, 5: 1}","{'asset_gained': 25.390625, 'asset_reward': 0.025390625, 'production_start_reward': 0.013671875, 'production_active_reward': 0.0046484375, 'production_cancel_penalty': 0.0022890625000000003, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'total': 0.04142187499999999, 'seeded_bootstrap': 1.0}"
67,0.053266,0.316744,0.996094,0.006378,0.047971,0.576107,0.705462,4,256,6,3.232859,0,0.051337,0.080487,57,0.064670,"{0: 250, 2: 2, 3: 2, 1: 2}","{'asset_gained': 40.234375, 'asset_reward': 0.040234375, 'production_start_reward': 0.009765625, 'production_active_reward': 0.0048046875, 'production_cancel_penalty': 0.0015390625, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'total': 0.05326562499999999, 'seeded_bootstrap': 1.0}"
68,0.058665,0.242651,0.972656,0.014202,0.159904,0.086518,0.560820,4,256,26,0.371514,0,0.052252,0.080487,57,0.080946,"{0: 230, 2: 6, 11: 6, 9: 7, 10: 4, 5: 2, 3: 1}","{'asset_gained': 30.859375, 'asset_reward': 0.030859374999999998, 'production_start_reward': 0.025192708333333334, 'production_active_reward': 0.00921875, 'production_cancel_penalty': 0.00660546875, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'total': 0.05866536458333334, 'seeded_bootstrap': 1.0}"
69,0.054658,0.218837,1.000000,0.010839,0.131108,-0.040190,0.374573,4,256,22,0.178391,0,0.051886,0.080487,57,0.074870,"{1: 2, 0: 238, 3: 1, 2: 1, 11: 4, 10: 5, 9: 4, 5: 1}","{'asset_gained': 23.046875, 'asset_reward': 0.023046875, 'production_start_reward': 0.029126302083333333, 'production_active_reward': 0.0084765625, 'production_cancel_penalty': 0.0059921875, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'total': 0.054657552083333324}"
70,0.062189,0.246206,0.968750,0.033268,0.193748,0.454992,0.470046,1,256,30,0.175381,1,0.053379,0.080487,57,0.087023,"{0: 229, 11: 6, 9: 6, 2: 4, 3: 3, 8: 1, 1: 2, 5: 2, 10: 3}","{'asset_gained': 32.2265625, 'asset_reward': 0.0322265625, 'production_start_reward': 0.028532552083333333, 'production_active_reward': 0.00814453125, 'production_cancel_penalty': 0.006714843750000001, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'total': 0.06218880208333333, 'seeded_bootstrap': 1.0}"
71,0.043367,0.236003,0.972656,0.031526,0.127094,0.546258,0.367085,1,256,17,0.425152,1,0.053066,0.080487,57,0.078559,"{0: 242, 10: 2, 9: 2, 2: 3, 5: 2, 8: 1, 1: 2, 3: 2}","{'asset_gained': 25.5859375, 'asset_reward': 0.0255859375, 'production_start_reward': 0.0140625, 'production_active_reward': 0.00634765625, 'production_cancel_penalty': 0.00262890625, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'total': 0.043367187499999994, 'seeded_bootstrap': 1.0}"
72,0.062529,0.248306,0.945312,0.023048,0.272644,0.154373,0.499435,4,256,39,0.257211,0,0.053161,0.080487,57,0.102214,"{0: 222, 9: 7, 1: 6, 11: 4, 10: 2, 3: 5, 5: 2, 2: 8}","{'asset_gained': 34.765625, 'asset_reward': 0.034765625, 'production_start_reward': 0.028595052083333333, 'production_active_reward': 0.006425781249999999, 'production_cancel_penalty': 0.0072578125, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'total': 0.06252864583333333, 'seeded_bootstrap': 1.0}"
